"Sector","Function","Transaction","Data","2015"
"S13149 Other social security funds","G0706  Health, not elsewhere classified","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P5K Gross capital formation","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P5K Gross capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P5K Gross capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P51K Gross fixed capital formation","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P51K Gross fixed capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P3K Final consumption expenditure","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P3K Final consumption expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","P3K Final consumption expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXP Net expenditure","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXP Net expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXP Net expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXPS Net expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXP Total expenditure","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXP Total expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXPS Total expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0706  Health, not elsewhere classified","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D1K Compensation of employees","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D1K Compensation of employees","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D1K Compensation of employees","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D11K Wages and salaries","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D11K Wages and salaries","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D11K Wages and salaries","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D12K Employers' social contributions","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D12K Employers' social contributions","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D12K Employers' social contributions","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P2K Intermediate consumption","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P2K Intermediate consumption","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P2K Intermediate consumption","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D29K Other taxes on production","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D29K Other taxes on production","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D29K Other taxes on production","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D3K Subsidies","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D3K Subsidies","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D3K Subsidies","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4K Property expenditure","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4K Property expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4K Property expenditure","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4SK  Property expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D632K Social transfers in kind - purchased market production","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7K Other current transfers, payable","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7K Other current transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7K Other current transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7SK Other current transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9K Capital transfers, payable","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9K Capital transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9K Capital transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P5K Gross capital formation","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P5K Gross capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P5K Gross capital formation","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P51K Gross fixed capital formation","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P51K Gross fixed capital formation","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P3K Final consumption expenditure","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P3K Final consumption expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","P3K Final consumption expenditure","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXP Net expenditure","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXP Net expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXP Net expenditure","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXPS Net expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXP Total expenditure","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXP Total expenditure","Per capita, EUR",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXPS Total expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G08  Recreation, culture and religion","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D1K Compensation of employees","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D1K Compensation of employees","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D1K Compensation of employees","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D11K Wages and salaries","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D11K Wages and salaries","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D11K Wages and salaries","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D12K Employers' social contributions","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D12K Employers' social contributions","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D12K Employers' social contributions","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P2K Intermediate consumption","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P2K Intermediate consumption","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P2K Intermediate consumption","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D29K Other taxes on production","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D29K Other taxes on production","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D29K Other taxes on production","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D3K Subsidies","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D3K Subsidies","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D3K Subsidies","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4K Property expenditure","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4K Property expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4K Property expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4SK  Property expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D632K Social transfers in kind - purchased market production","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7K Other current transfers, payable","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7K Other current transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7K Other current transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7SK Other current transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9K Capital transfers, payable","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9K Capital transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9K Capital transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P5K Gross capital formation","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P5K Gross capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P5K Gross capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P51K Gross fixed capital formation","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P51K Gross fixed capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P3K Final consumption expenditure","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P3K Final consumption expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","P3K Final consumption expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXP Net expenditure","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXP Net expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXP Net expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXPS Net expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXP Total expenditure","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXP Total expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXPS Total expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0801  Recreational and sporting services","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D1K Compensation of employees","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D1K Compensation of employees","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D1K Compensation of employees","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D11K Wages and salaries","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D11K Wages and salaries","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D11K Wages and salaries","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D12K Employers' social contributions","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D12K Employers' social contributions","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D12K Employers' social contributions","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","P2K Intermediate consumption","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","P2K Intermediate consumption","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","P2K Intermediate consumption","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D29K Other taxes on production","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D29K Other taxes on production","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D29K Other taxes on production","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D3K Subsidies","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D3K Subsidies","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D3K Subsidies","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D4K Property expenditure","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D4K Property expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D4K Property expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D4SK  Property expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D632K Social transfers in kind - purchased market production","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D7K Other current transfers, payable","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D7K Other current transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D7K Other current transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D7SK Other current transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D9K Capital transfers, payable","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D9K Capital transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D9K Capital transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","P5K Gross capital formation","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","P5K Gross capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","P5K Gross capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","P51K Gross fixed capital formation","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","P51K Gross fixed capital formation","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","P3K Final consumption expenditure","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","P3K Final consumption expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","P3K Final consumption expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","NETEXP Net expenditure","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","NETEXP Net expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","NETEXP Net expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","NETEXPS Net expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXP Total expenditure","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXP Total expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXPS Total expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0802  Cultural services","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D1K Compensation of employees","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D1K Compensation of employees","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D1K Compensation of employees","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D11K Wages and salaries","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D11K Wages and salaries","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D11K Wages and salaries","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D12K Employers' social contributions","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D12K Employers' social contributions","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D12K Employers' social contributions","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P2K Intermediate consumption","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P2K Intermediate consumption","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","P2K Intermediate consumption","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D29K Other taxes on production","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D29K Other taxes on production","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D29K Other taxes on production","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D3K Subsidies","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D3K Subsidies","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D3K Subsidies","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4K Property expenditure","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4K Property expenditure","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4K Property expenditure","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4SK  Property expenditure, consolidated","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D632K Social transfers in kind - purchased market production","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7K Other current transfers, payable","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7K Other current transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7K Other current transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7SK Other current transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9K Capital transfers, payable","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9K Capital transfers, payable","Ratio to GDP, %",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9K Capital transfers, payable","Per capita, EUR",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S13149 Other social security funds","G0803  Broadcasting and publishing services","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
